campaign_id,campaign_name,channel,start_date,end_date,total_spent,clicks,impressions,conversions,related_orders
M0186,Campanha cum,Instagram,2024-12-06,2025-01-06,24371.14,2185,19292,681,"O000838,O042666,O036962,O024823,O037575,O012833,O041103,O026905,O011393,O027576,O037411,O012678,O011267,O027054,O002312,O049627,O038883,O008217,O031765,O021528,O028029,O005719"
M0187,Campanha earum,Email,2025-03-09,2025-04-14,24453.7,4428,15538,553,"O045611,O033986,O027658,O063927,O028667,O012909,O022454,O030581,O035171,O025771,O023823,O044053,O060536,O019377,O017942,O064302,O003166,O007913,O039357,O019148,O016888,O045000,O068842,O009475"
M0188,Campanha voluptatem,Facebook Ads,2025-01-21,2025-03-03,14430.92,899,3923,337,"O037808,O008198,O012756,O040786,O062299,O033399,O023621,O035980,O039437,O006920,O043787,O064864,O023331"
M0189,Campanha quo,Instagram,2024-10-12,2024-11-13,44974.16,300,2927,176,"O002739,O060018,O037206,O014686,O008352,O044467,O006931,O048840,O004202,O011991,O008734,O033475,O042938,O049958,O068570,O045905,O004471,O014963,O001431,O029780,O047731,O016919,O026431,O006660"
M0190,Campanha tempora,Instagram,2024-10-31,2024-12-22,28752.23,785,8349,74,"O020947,O001196,O039835,O061822,O027445,O018334,O035492,O019573,O031665,O031920,O028114,O030216,O036902,O009722,O038073,O067175,O017750,O045119,O018545,O040825,O068587,O023434,O019500,O010125,O044090,O021367,O016611,O038155,O035763,O028861,O062074,O047912,O066752,O022256,O004680,O025076,O032772,O016540,O045950,O069883,O022371,O022745,O025334,O049971,O045531"
M0191,Campanha quo,Instagram,2025-02-03,2025-03-31,36126.16,207,13176,148,"O010500,O016737,O037391,O042354,O045229,O001004,O011382,O046831,O025086,O033500,O003672,O000299,O021999,O020405,O036541,O041354,O018255,O030161,O022391,O009382,O029818,O035616,O060521"
M0192,Campanha quia,Email,2024-12-06,2025-01-05,34146.64,2139,6424,1198,"O032978,O069627,O047262,O007700,O006274,O013279,O033203,O024302,O027231,O025933,O007109,O009524,O037033,O037865,O048024,O002273,O005551,O060851,O006041,O013741,O048882,O046429,O003916,O043124,O034639,O018169,O041703,O064514,O020510,O028299,O026866,O011646,O021400,O014606,O024342,O031586,O024670,O001857,O017493,O049973,O029244,O018838,O065749,O033043,O004497,O024409"
M0193,Campanha dolores,Facebook Ads,2025-06-27,2025-07-22,17787.37,1769,7970,941,"O014575,O037014,O000592,O012700,O031563,O028843,O022564,O033830,O024959,O026625,O008135,O004438,O020398,O047661,O001541,O042039,O046041,O040275,O019485,O069180,O039554,O022104,O019969,O021131,O019616,O001582,O060006,O048263,O035583,O006672,O047160,O065142,O016083,O032940"
M0194,Campanha magnam,Google Ads,2024-08-17,2024-09-25,21924.13,4789,7159,4097,"O017293,O039971,O031633,O031921,O036094,O001415,O068050,O042681,O024095,O002685,O049828,O033747,O035339,O023800,O064153,O011294,O068024,O041196,O001119,O001728,O034630,O040730,O013262,O023462,O001173,O020096,O043030,O012338,O040570,O035996,O043364,O035474,O046903,O033751"
M0195,Campanha accusamus,Instagram,2024-12-21,2025-01-15,14406.91,4981,17751,1656,"O007147,O020213,O047537,O001452,O069740,O045167,O001542,O004770,O048735,O006199,O006199,O001574,O014971,O037873,O030415,O067097,O034810,O042469,O064505,O046399,O014798,O049867,O032190,O031639,O048651,O009706,O016767,O019094,O011021,O068032,O007500,O007047,O022317,O060009,O004120,O006908,O049768,O002121,O006538,O020079,O048793,O031437,O048450,O067633"
M0196,Campanha cumque,Facebook Ads,2024-11-02,2024-12-28,3911.46,1492,2927,947,"O066951,O011712,O000123,O009553,O067405,O019740,O041541,O047792"
M0197,Campanha assumenda,Email,2025-04-10,2025-04-21,720.19,4698,13445,4754,"O043486,O023766,O008552,O019393,O042841,O035172,O015286,O006703,O040179,O021977,O009397,O043023,O009642,O038635,O023544,O009405,O064534,O012632,O042049,O019770,O037882,O042883,O039909,O046503,O026824,O037976,O016843,O037138,O017005,O018259,O013911,O021357,O035963,O004272,O028319,O022195,O025550,O004873,O014160,O003870,O014346,O044437,O026015,O021539,O021821"
M0198,Campanha sequi,Facebook Ads,2025-05-24,2025-06-27,6167.64,4542,10013,3004,"O045852,O043318,O069502,O007883,O022185,O063027,O028893,O028915,O044655,O046477,O042862,O043889,O036308,O037960,O018129,O001129,O028223,O002163,O038973,O033947,O043675,O014168,O011860"
M0199,Campanha voluptatibus,Instagram,2024-09-30,2024-10-22,40972.03,4751,18117,1727,"O026761,O037747,O030624,O060556,O015248,O012769,O043133,O044703,O028652,O045456,O049958,O035366,O014852,O030329,O032926,O025025,O017272,O047453,O008206,O022896,O028006,O016234,O015252,O003368,O049190,O018948,O029776,O001238,O032835,O038357,O040811,O023816,O026033,O031887,O064218,O027436,O063955,O040952,O016359,O045467,O030342,O068300,O041609,O029681,O045368,O014130"
M0200,Campanha dicta,Email,2025-05-03,2025-05-09,6833.84,1529,16020,1622,"O000255,O023556,O008447,O026082,O033693,O029125,O043662,O043759,O045060,O015858,O026933,O001169,O003010,O004743,O069818,O044370"
M0201,Campanha rerum,Facebook Ads,2024-10-10,2024-11-25,27731.89,2905,8153,551,"O031053,O024990,O008813,O044761,O017377,O026233,O019366,O010194,O006211,O004996,O030556,O066231,O016005,O061793,O037207,O065078,O065815,O010177,O007948,O021721,O006963,O027627,O042685,O049800,O015773,O047547,O007851,O018589,O035749,O019567,O013596,O028888,O061988,O047042,O027559,O045131,O025913,O020683,O023670,O000180,O039705,O022251,O013963,O028561"
M0202,Campanha accusantium,Email,2024-10-01,2024-11-30,6200.61,4990,9333,3143,"O037131,O014404,O062057,O010869,O067726,O023130,O003322,O047812,O015441,O011787,O042730,O045098,O014035,O040054,O066783,O001588,O003599,O067505,O022439,O030514,O048160,O041825,O045506,O068745,O039611"
M0203,Campanha vero,Facebook Ads,2025-04-13,2025-04-21,47515.68,3817,5504,575,"O036178,O036051,O049520,O049433,O048524,O016156,O035339,O048765,O028691,O000863,O030562,O008309,O006783,O027356"
M0204,Campanha veniam,Email,2024-11-20,2024-12-23,31110.14,1386,7611,36,"O009208,O016544,O020665,O015677,O021266,O045328,O061197,O011445,O017547,O009518,O019719,O064493,O026233,O014941,O017150,O063973,O032471,O003421,O015082,O065332,O030209,O024196,O030818,O007907,O040556,O025467,O026332,O031747,O020834,O060991,O023425,O049040,O000702,O048749,O042181,O028041,O023412,O036408,O048082,O044734,O024409"
M0205,Campanha debitis,Instagram,2024-08-11,2024-08-28,48276.97,3495,10772,1141,"O004170,O018637,O018308,O066801,O049927,O002046,O068763,O041075,O002939,O013776,O022291,O037964,O026385,O030713,O039063,O046836,O002779,O037626,O069816,O007770,O023318,O023168,O026091,O038143,O032614,O014331,O027032,O023147,O011722,O036002,O029249,O038396,O004239,O004483,O007335"
M0206,Campanha doloremque,Google Ads,2024-11-04,2024-11-17,6392.24,191,12592,5,"O011574,O047827,O000571,O044377,O004933,O020339,O010535,O024959,O030003,O047221,O016463,O062414,O029716,O031537,O063164,O033210,O046640,O043588,O021622,O027967,O016448,O067412,O018747,O048718,O004690,O069664,O003454,O042074,O063273,O005905,O024335,O035538,O012945,O066461,O008089,O025485,O039552"
M0207,Campanha sequi,Email,2025-03-12,2025-03-31,42232.58,3307,17738,172,"O020029,O017702,O021935,O015723,O030333,O038329,O020828,O010007,O041846,O022993,O002610,O032800,O047157,O038095,O060169,O006129,O001178,O031583,O023131,O023457,O069093,O026237,O049160,O022193,O033362,O025352,O045535,O040303,O029929,O011573,O026601,O010194,O039911,O040570,O028773,O037684,O017525,O000843,O021347,O064537,O007799,O010085,O036951"
M0208,Campanha rerum,Google Ads,2025-04-05,2025-06-04,26587.69,2318,17113,1575,"O038098,O044674,O040762,O005932,O011763,O000930,O031056"
M0209,Campanha distinctio,Instagram,2024-08-27,2024-10-07,16991.31,3570,4339,2001,
M0210,Campanha quasi,Instagram,2025-06-28,2025-07-12,15895.23,1323,10577,1,"O044929,O028569,O029563,O029385,O024209,O015169,O026682,O011006,O012900,O048482,O030687,O045384,O047343,O040609,O011265,O065944,O011663,O023257,O060671,O062094,O031801,O014629,O039602"
M0211,Campanha libero,Facebook Ads,2024-08-27,2024-10-01,8159.85,2269,7766,631,"O000121,O063524,O018779,O038428,O029844,O027096"
M0212,Campanha quidem,Email,2025-06-03,2025-07-25,18071.82,434,11308,75,"O064014,O036166,O049369,O010698,O012540,O039620,O011748,O025280,O027685,O021235,O065062,O045206,O066145,O067097,O022241,O023781,O032001,O040971,O046525,O044924,O066178,O014137,O036845"
M0213,Campanha laudantium,Email,2024-08-12,2024-08-29,15031.21,540,18813,237,"O020051,O031780,O066733,O034538,O045495,O029818,O029561,O023793,O028388,O012168,O030057,O049663,O011832,O066077,O060806,O016452,O045189,O019313,O047051,O036490,O010584,O032096,O061300,O049221,O046546,O029836,O041916,O012033,O010163,O020860,O002419,O023377,O047526,O024045,O039208,O021914,O041083,O024153,O064994,O065812,O023543,O021834,O025970,O000221,O043333,O012277,O006333,O025908,O033873,O020035"
M0214,Campanha quod,Email,2025-04-05,2025-05-10,44416.34,636,6188,599,"O038226,O027714,O013921,O062805,O033713,O007615,O002257,O025242,O032573,O062473,O063959,O047516,O020577,O064028,O011753,O048240,O032106,O067387,O035533,O067593,O015179,O014144,O010525,O049372,O036017,O017442,O021134,O010769,O032807,O042581,O002328,O029280"
M0215,Campanha iste,Instagram,2025-02-11,2025-04-04,14134.59,3454,19995,1920,"O045144,O032314,O032805,O036664,O043354,O067365,O005623,O013817,O010067,O004060,O006101,O009420,O002702,O005353,O030706,O062022,O000543,O000605,O047352,O063099,O024861,O044322,O015534"
M0216,Campanha beatae,Facebook Ads,2024-08-13,2024-08-27,1225.69,1397,8474,1115,"O003251,O032299,O010632,O023846,O040328,O022748,O012847,O030618,O049325,O023628,O043120,O011867,O045880,O030337"
M0217,Campanha non,Facebook Ads,2024-10-21,2024-10-29,38982.86,3682,4328,1429,"O063702,O018308,O007235,O063968,O015713,O016115,O042993,O065147,O049202,O045264,O017431,O009452,O020884,O037838,O041078,O037443,O035461"
M0218,Campanha hic,Email,2024-12-10,2024-12-28,36547.49,3949,9410,4005,"O068147,O046871,O049089,O025754,O028567,O063319,O030487,O035109,O019306,O023271,O025893,O020425,O005835,O026143,O012487,O027967,O021269,O022131,O065965,O029105,O032613,O028150,O031046,O037575,O010669,O014289,O006640,O065438,O013001,O015788,O007664,O045825,O069148"
M0219,Campanha iusto,Instagram,2024-12-18,2025-01-08,43232.25,3117,20694,457,"O006859,O016525,O001581,O036431,O022768,O036994,O041528,O047834,O011980,O005681,O049543,O007313,O027743,O010871,O042031,O049125,O024421,O015784,O068204,O061171,O018588,O011976,O049394,O021064,O006218,O009771,O016205,O016414,O029567"
M0220,Campanha inventore,Email,2025-05-05,2025-05-25,36894.22,93,4392,90,"O007479,O044391,O033371,O004140,O002009,O028413,O060597,O002535,O023909,O006054,O047002,O001729,O035828,O005296,O009563,O015407,O041602,O066447,O028125,O021178,O007368,O061921,O033335,O034117,O037482,O015073,O043442,O032111,O019848,O048695,O031318,O020259,O064117"
M0221,Campanha corrupti,Google Ads,2024-09-27,2024-11-25,10311.12,196,1102,7,"O017674,O023444,O011053,O048622,O005751,O003829,O002854,O015594,O048597,O041225,O029758,O006434,O032787,O047315,O045262,O004880,O021947,O049181,O008413,O010567,O006972,O006492,O021062,O018824,O006776,O047595,O007013,O064103,O010201,O010196,O045785,O000758,O017261,O012211,O001720,O038575,O004608,O034003,O062273,O005509,O013266,O047291"
M0222,Campanha eius,Google Ads,2025-02-04,2025-03-30,955.67,4623,7673,3723,"O061551,O002964,O012603,O006830,O002440,O006858,O020871,O061091,O069091,O040005,O038637,O045084,O023094,O063495,O027935,O034088,O066664,O000582,O018176,O027444,O061748,O027632,O038000,O044702,O022520,O024439,O066646,O043822,O025311,O009395,O025925,O001235,O030769,O024592,O039964"
M0223,Campanha ut,Instagram,2025-02-19,2025-03-17,17295.3,2795,14050,2842,"O021262,O002574,O039349,O003434,O018010,O015266,O012042,O045786,O002112,O009041,O019090,O034366,O049995,O019970,O043925,O001789,O009869,O003527,O007147,O069711,O006005,O065879,O006948,O003765,O037370,O014764,O037203,O018647,O038739,O014152,O007432,O032432,O023956,O019111,O022860,O067465,O049790,O047773,O008081,O028639,O016362,O063577,O001576,O024810,O067763,O029964,O012064,O002075,O021975,O019226"
M0224,Campanha assumenda,Email,2025-01-14,2025-01-22,39608.83,1630,10822,220,"O007450,O024250"
M0225,Campanha consectetur,Email,2024-12-07,2024-12-18,6883.13,4242,10811,4096,"O068463,O027003,O033247,O006392,O010096,O033058,O069856,O006774,O060532,O034950,O016467,O045377,O043864,O037609,O033023,O032560,O021140,O035706,O036011,O029384,O065522,O022032"
M0226,Campanha dolores,Instagram,2025-03-03,2025-04-17,28980.78,1518,8831,1020,"O021625,O049535,O042439,O049948,O039384,O038736,O036070,O069713,O041624,O031160,O012467,O020672,O048894,O000462,O042241,O029544,O017750,O038338,O029975,O006996,O037194,O024813,O009128,O024156,O017565,O022074"
M0227,Campanha sunt,Google Ads,2024-11-13,2024-12-22,14197.18,910,18455,762,"O017831,O007699,O024901,O045765,O042663,O012111,O062156,O017297,O021499,O021065,O021649,O049291,O040214,O007175,O036877,O012297,O025169,O002964,O032174,O025640,O041919,O043452,O024918,O046536,O028234,O032087,O040212,O030914,O040892"
M0228,Campanha dicta,Google Ads,2025-06-13,2025-07-24,1005.56,1822,11260,1594,"O036012,O032287,O034384,O033425,O043884,O032968,O032555,O000576,O014669,O007076,O037783,O020325,O049571,O046389"
M0229,Campanha optio,Instagram,2025-07-10,2025-07-15,45942.07,4491,21651,2951,"O060375,O015705,O002450,O040978,O014196,O031171,O025101,O016728,O019189,O003237,O022872,O040933,O033217,O039466,O015300,O002022,O041700,O039738,O011460,O032359,O043833,O013210"
M0230,Campanha totam,Google Ads,2025-04-22,2025-05-20,19579.66,1252,19259,286,"O068456,O006043,O030867,O019653,O027049,O009810,O035512,O032312,O033857,O039516,O041023,O026824,O069000,O060534,O011994,O015213,O034701,O003123,O014506,O042339,O019694,O028186,O035827,O038911,O063705,O065058,O018854,O067409,O067680,O012604,O030194,O007289,O020549,O047189,O027418,O020042,O004550,O023459,O014486"
M0231,Campanha facilis,Google Ads,2025-04-25,2025-05-07,24553.88,4351,20595,1568,"O000745,O018794,O038618,O062691,O016906,O018704,O064208,O069710,O023374,O015337,O017202,O031287,O030590,O011107,O017832,O034957,O023285,O034375,O019679,O035099,O021390,O040839,O013120,O030325,O008355,O046103,O038350,O012268,O030147,O024917,O002693,O043123"
M0232,Campanha quis,Google Ads,2025-02-26,2025-03-24,46498.24,4731,8662,233,"O002950,O033683,O049710,O016635,O028074,O048986,O020059,O045424,O066916,O009636,O064846,O013014,O029864,O044534,O037665"
M0233,Campanha ea,Instagram,2024-09-06,2024-09-24,33737.58,4912,7828,2608,"O048524,O033940,O034123,O037622,O049682,O042166,O036787,O022025,O061492,O069692,O009152,O003485,O007360,O029956,O025913,O067272,O006190,O027312,O017734,O040600,O041142,O028848,O034659,O033340,O007816"
M0234,Campanha qui,Email,2025-03-31,2025-04-17,16261.94,4173,5429,1505,"O011821,O008520"
M0235,Campanha fuga,Google Ads,2025-05-02,2025-06-13,17721.28,216,12279,36,"O064378,O006240,O016148,O035608,O000891,O069781,O002820,O011674"
M0236,Campanha harum,Google Ads,2024-12-26,2025-01-14,8714.46,2726,20334,1008,O041635
M0237,Campanha esse,Email,2024-11-29,2025-01-16,30024.83,2709,4584,1295,"O011535,O048428,O010750,O032976,O009339,O022962,O011583,O013101,O000977,O049215,O017290,O034330,O024071,O066325,O064437,O037612,O064495,O010517,O032443,O023466,O036396,O004597,O013798,O016582,O044440,O033283,O044415,O023071,O062202,O042017,O043657,O008054,O007785,O061812,O044818,O013001,O002852,O023450,O042310,O031316,O024945,O041229,O020846,O028565,O034565,O018704"
M0238,Campanha eius,Instagram,2024-08-17,2024-10-04,2167.67,2362,3130,390,"O012920,O038357,O040583,O030863,O046658,O060753,O047365,O063336"
M0239,Campanha accusantium,Google Ads,2024-11-22,2024-12-29,32769.45,4024,23391,937,"O020016,O067870,O008043,O020004,O007535,O005878,O000282,O043092,O005904,O014207,O048103,O024427,O020149,O036112,O034789,O069370,O008632,O005596,O024636,O010800,O048556,O021668,O031278,O034834,O032469,O000112,O025974,O010085,O065103,O042761,O005234,O006266,O028092,O021499,O023775,O009813,O061292,O033070,O028330,O060804,O025583,O003276"
M0240,Campanha quidem,Instagram,2024-12-30,2025-01-22,14033.79,1590,10996,1420,"O048608,O020280,O030824,O067312,O010096,O040221,O000732,O007237,O049416,O000281,O061300,O001374,O030618,O062527,O011954,O035417,O046108,O011196,O021992,O031161,O029864,O025574,O009112,O012787,O010110,O035363,O011407,O042245,O034961,O022738,O042186,O001627,O018469,O015072,O000064,O017396,O027506,O048782,O024109,O067509,O005460,O041838,O012061,O015210,O020495,O009068,O011486,O035282"
M0241,Campanha consequuntur,Instagram,2025-07-08,2025-08-08,32419.49,2506,3871,310,"O009786,O019867,O046700,O025773,O043061,O004725,O064197,O009501,O013200,O026838,O022346,O028900,O040746,O009639,O011280,O062470,O040000,O043371,O020236,O026167,O024022,O065393,O035557,O013834,O019089,O009783,O031767"
M0242,Campanha facere,Google Ads,2024-11-02,2024-11-21,36520.86,4816,15909,4568,"O002351,O037006,O018365,O015206,O068578,O016419,O046089,O049132,O015174,O005210,O007892,O040163,O008547,O014200,O024927,O014220,O013769,O008748,O047780,O017873,O030888,O003500,O032005,O062030,O011223,O027093,O044389,O004403,O048243,O017854,O036877,O012704,O030619,O011853,O045326,O049534,O001057,O018325"
M0243,Campanha rem,Email,2025-05-27,2025-07-09,45414.56,1031,18204,421,"O030295,O009539,O044250,O038364,O011602,O068140,O034807,O023379,O010557,O027861,O017059,O034190,O039635,O031156,O039459,O019737"
M0244,Campanha asperiores,Instagram,2025-03-05,2025-04-12,22653.3,2896,14281,1444,"O008392,O066161,O044911,O004018,O041026,O009327,O038006,O067904,O028039,O018485,O048672,O002653,O018870,O000094,O031005,O018301,O011628,O009367,O025641,O003931,O046917,O013427,O060146,O026794,O006528,O047213,O028010,O002306,O017609,O002031,O025630,O033042,O015696,O048579,O023129,O038353,O018061,O000830,O047672,O043717"
M0245,Campanha accusantium,Email,2024-12-09,2025-01-06,19800.74,774,17612,341,O005499
M0246,Campanha vero,Instagram,2025-03-09,2025-03-22,34125.16,2672,5667,2232,"O031949,O032275,O007500,O036252,O017135,O002995,O022827,O025498,O030355,O005991,O007209,O032976,O047166,O000051,O068888,O032106,O043974,O039245,O040243,O016247,O024524,O043008,O047566"
M0247,Campanha molestiae,Google Ads,2025-02-13,2025-04-02,26109.09,4475,15013,1696,"O046723,O032168,O066552,O020412"
M0248,Campanha qui,Instagram,2025-06-02,2025-06-10,44767.2,3925,23143,4019,"O018165,O029696,O003156,O018991,O047254,O014913,O035205,O001801,O041788,O012467,O030796,O049176,O012998,O001008,O012153,O046587,O004069,O064050,O066972,O003389,O029508,O027493,O010335,O013861,O006890,O002743,O045080,O001717,O042081,O043348,O024503,O040230,O066670,O012282,O022028,O036098,O019598,O016025,O019183,O004751,O024673,O013142,O004715,O013439,O015875"
M0249,Campanha natus,Email,2025-01-28,2025-02-16,33872.53,3452,6885,594,"O039194,O034911,O007572,O031916,O002165,O011882,O001522,O014447,O029643,O048312,O068858,O049768,O039814,O003338,O001144,O015657,O007222,O007955,O038659,O065252,O015559,O060207,O030406,O009330,O060184,O064614"
M0250,Campanha recusandae,Facebook Ads,2025-06-15,2025-07-18,22249.43,2329,3391,1041,"O069032,O061189,O002782,O020365,O024540,O044259,O036532,O007945,O060872,O035234,O065542,O020937,O006652,O000879,O066123"
M0251,Campanha neque,Email,2024-10-03,2024-11-11,36575.33,1868,19757,1473,"O046215,O036762,O011228,O023517,O040621,O037836,O010178,O039211,O034104,O063909,O010202,O060763,O021559,O046616,O002840,O034772,O004494,O032352,O027281,O047047,O038630,O016207,O044787,O032434,O030214,O034796,O006285,O027472,O043985,O034751,O046808,O035364,O030881,O067409,O000426"
M0252,Campanha maiores,Facebook Ads,2024-11-09,2024-12-22,1942.3,3787,5952,2124,"O002598,O024638,O044699,O024475,O039488,O043153,O024794,O046076,O034893,O023080,O011193,O001988,O046641,O011794,O045867,O068192,O042722,O028235,O014745,O008164,O022458,O006432,O016249,O038078,O011359,O018941,O005943,O046481,O043395,O021044,O068481,O023599,O038089,O049829,O041497,O004056,O065943,O031620,O038823,O024153,O045909,O020459"
M0253,Campanha neque,Instagram,2024-09-10,2024-09-24,25710.25,2499,15362,2001,"O033844,O047373,O003581,O033675,O007531,O019017,O028358,O042389,O006321,O024369,O004970,O031484,O028318,O033741,O069954,O021843,O016126,O020127,O036663,O023968,O019830,O044113,O067968,O025831,O008045,O049533,O046745,O033957,O041926,O010360,O040732,O021828,O022752,O033589,O047786,O008855,O031897,O025423,O018672,O002874,O019745,O036930,O010538,O018939,O069356,O069266"
M0254,Campanha eaque,Instagram,2024-10-29,2024-11-17,44549.74,3310,8556,3336,"O032692,O048338,O033821,O047373,O020558,O009040,O034014,O001642,O032064,O031810,O041722"
M0255,Campanha debitis,Instagram,2024-11-15,2024-12-26,11976.23,1657,1997,469,"O060920,O027353,O002771,O015766,O012827"
M0256,Campanha facere,Google Ads,2025-04-10,2025-04-28,32826.14,1570,4992,672,"O025186,O004299,O043547,O003913,O042395,O034517,O029882,O068353,O033283,O014922,O034911,O011215,O024172,O015448,O031810,O023772,O019233,O004883,O037953,O066517,O029176,O062480,O045311,O026760,O043317,O003259,O046870,O069680,O047304,O068521,O005100,O037209,O042574,O019471"
M0257,Campanha et,Facebook Ads,2025-06-26,2025-07-12,47958.17,220,20028,167,"O013687,O004667,O049149,O008847,O034200,O042505,O007338,O014223,O009500,O044542,O040801,O007205,O005895,O013340,O047010,O064268,O044182"
M0258,Campanha iusto,Facebook Ads,2024-08-26,2024-10-13,49254.66,626,2307,273,"O005799,O030192,O069642,O034997,O016237,O008817,O026711,O025515,O001396,O065444,O040357,O009816,O030385,O034065,O044753,O009376,O023622,O029138"
M0259,Campanha in,Facebook Ads,2025-04-04,2025-04-17,33244.22,4346,5254,3189,"O013287,O044464,O032516,O037883,O042082,O025193,O012493,O001817,O025710,O046409,O013455,O018843,O046578,O023902,O035985,O011827,O027925,O040182,O006867"
M0260,Campanha necessitatibus,Instagram,2024-08-14,2024-08-24,4855.57,2068,15828,1931,"O011285,O045016,O004759,O025677,O039668,O041126,O065837,O024862,O007022,O037225,O064448,O036335,O001753,O037743,O009966,O033367,O037114,O019132,O025546,O031025,O025754,O019239,O065412,O008985,O049244,O020483,O030104,O003885"
M0261,Campanha illo,Instagram,2024-08-28,2024-09-03,49683.33,818,4245,445,"O049110,O014720,O033908,O001197,O004646,O019208,O066948,O010098,O002611,O025266,O012138,O009252,O023761,O068835,O046932,O041423,O063004,O011525,O015843,O019356,O036898,O032454,O031233,O047236,O028772,O030654,O011242,O012993,O000064"
M0262,Campanha quasi,Email,2024-10-26,2024-10-31,5569.04,4485,17875,1093,"O036377,O047072,O041094,O008207,O044357,O007816"
M0263,Campanha dicta,Google Ads,2025-07-08,2025-07-31,46948.12,1940,11257,793,"O035146,O018270,O027364,O049880,O035492,O032488"
M0264,Campanha nobis,Google Ads,2025-04-06,2025-04-14,23006.43,4176,23922,513,"O000996,O011737,O067971,O040177,O037466,O001893,O023116,O035281,O045439,O066907,O033801,O008743,O069519,O022578,O009133,O018842,O004246,O019399,O045462,O026520,O021237,O015331,O011119,O049342,O000543,O003863"
M0265,Campanha quo,Email,2024-11-23,2024-12-23,36311.13,4208,7016,381,"O019857,O006595,O066998"
M0266,Campanha sed,Google Ads,2025-01-02,2025-02-03,10132.36,2678,22417,464,"O035540,O027352,O060954,O020684,O000549,O027207,O020906,O060333,O037997,O035356,O004892,O025736,O018192,O036078,O008670,O003665,O068883,O000725,O002373,O003866,O045332,O005386,O047041,O040779,O017041,O001396,O042064,O010842"
M0267,Campanha enim,Facebook Ads,2025-03-14,2025-05-11,22246.99,2918,14222,1317,"O007847,O026103,O026007,O029751,O012957,O000427,O027159,O015109,O064021,O032465,O028120,O060914,O064920,O023687,O014847,O047569,O033817,O015381,O025330,O006132,O028700,O004405,O023938,O043809"
M0268,Campanha perspiciatis,Email,2024-11-26,2025-01-11,23963.85,3928,12449,3388,"O018170,O026570,O009538,O023968,O023007,O009863,O036037,O037642,O014439,O025422,O012851,O060920,O027315,O035395"
M0269,Campanha earum,Email,2025-07-03,2025-09-01,31954.54,2222,6103,338,"O036155,O046791,O062057,O005626,O035383,O023276,O015464,O007864,O014538,O036711,O040424,O006410,O032534,O029991,O062531,O024291,O060670,O023511,O048195,O009336,O024591,O014574,O015858,O044531,O038505,O030165,O020831,O035476,O002784,O062538,O014689,O016822,O027407,O038773,O036713,O046415,O021404,O002388,O045177,O013578"
M0270,Campanha quam,Facebook Ads,2024-10-31,2024-11-05,6941.76,4857,19497,2812,"O022129,O011925,O017111,O038029,O014542,O024973"
M0271,Campanha quis,Google Ads,2025-02-11,2025-03-03,12692.35,4047,22689,4102,"O066291,O049206,O062577,O064449,O018765,O032675,O013446,O049015,O003154,O039868,O011272,O015884,O038209,O047595,O049194,O008313,O019998,O037739,O042655,O024653,O018332,O006483,O028251,O033648,O045753"
M0272,Campanha reprehenderit,Instagram,2025-07-06,2025-08-13,32001.34,4522,22902,4544,"O036733,O030483,O024373,O003610,O049459,O039029,O039803,O000103,O000223"
M0273,Campanha earum,Google Ads,2025-04-07,2025-05-12,22572.38,3207,7947,144,"O034870,O002179,O041951,O009267,O064916,O019543,O046166,O018143,O065157,O011208,O013396,O061347,O009527,O039410,O064161,O021046"
M0274,Campanha quis,Email,2024-08-26,2024-10-20,14084.9,202,10729,96,"O029682,O032192,O023723,O037398,O039834,O038163,O062375,O063448,O017148,O025921,O001435,O001916,O012480,O002356,O020954,O024939,O027054,O005041,O037870,O022790,O004991,O035520,O049912"
M0275,Campanha quos,Email,2025-01-31,2025-03-10,24323.15,1659,7870,1727,"O019833,O016883,O047972,O062952,O069377,O009221"
M0276,Campanha natus,Facebook Ads,2024-12-19,2025-01-22,13574.02,4947,6055,282,"O002690,O005629,O024971,O018157,O000147,O040911,O002497,O015403,O005145,O021509,O007734,O063036,O044786,O031674,O011348,O029905,O010903,O000994,O005536,O007260,O012178,O002699,O062995"
M0277,Campanha atque,Google Ads,2025-06-21,2025-08-04,7992.49,786,14702,694,"O040688,O018343,O009470,O040929,O063571,O011198,O023787,O006853,O005796,O021727,O068845,O042997,O015403,O002458,O014297,O010512,O025123,O004880,O017156,O021875,O031460,O067529,O035826,O065398,O045926,O044558,O043470,O042270,O010494,O043319,O043892,O060246,O033814,O025340"
M0278,Campanha atque,Email,2025-06-15,2025-07-13,569.83,4762,16696,4840,"O037679,O063232,O062044,O011548,O019569,O019596,O028415,O006728,O061549,O029237,O018128,O004962,O044452,O039028,O061192,O068373,O044032,O024668,O011960,O037824,O004045,O028243,O045083,O032524,O026497,O008188,O018671,O040268,O022939,O016817,O035107,O016912,O014591,O005395,O067591,O006810,O019949,O005626,O034377"
M0279,Campanha culpa,Email,2025-03-28,2025-04-12,48380.2,1427,13278,1150,"O007643,O038086,O001512,O045169,O004243,O042436,O021741,O044971,O010443,O027004,O015639,O025831,O000711,O010862,O048792,O069662,O039660,O033899,O048706,O025011,O048498,O036068,O042040,O036614,O013481,O047825,O027657,O023386,O040800,O010092,O069673,O036110,O030862,O011128,O045735,O065793"
M0280,Campanha accusamus,Facebook Ads,2025-01-03,2025-02-01,20250.75,3150,12600,1010,"O002952,O012553,O038425,O042886,O000133,O034402,O063173,O013481,O033589,O002194,O014111,O034665,O037533,O005072,O031857"
